LICENSE NUMBER,LICENSE TYPE,ESTABLISHMENT,STREET ADDRESS,CITY/TOWN,PROVINCE,POSTAL CODE,Location
003134,Lounge,Murphy's Lounge,1751 Lower Water ST,Halifax,NS,B3J 3E4,"Halifax, NS B3J 3E4
(44.649285, -63.738358)"
003716,Lounge,Mount Uniacke Pub & Eatery,"125 #1, Highway  ",Mount Uniacke,NS,B0N  1Z0,"Mount Uniacke, NS B0N 1Z0
(44.911937, -63.818958)"
004873,Lounge,Riverside Lounge,1552 Bedford Highway  ,Bedford,NS,B4A 1E4,"Bedford, NS B4A 1E4
(44.731608, -63.658584)"
005924,Eating Establishment,The Naked Crepe Bistro,406 Main ST,Wolfville,NS,B4P 1C9,"Wolfville, NS B4P 1C9
(45.090676, -64.368369)"
002129,Special Premises,Centre 200 ,481 George  ST,Sydney,NS,B1P 1K1,"Sydney, NS B1P 1K1
(46.138802, -60.19279)"
005819,Lounge,Finbar's-Portland Hills,635 Portland Hills DR,Dartmouth,NS,B2W 0J7,"Dartmouth, NS B2W 0J7
(44.675101, -63.511152)"
004560,Lounge,Sweet William's Family Lounge,20 Empire LN,Windsor,NS,B0N 2T0,"Windsor, NS B0N 2T0
(44.974763, -64.131268)"
003970,Special Premises,Sherwood Golf & Country Club,500 Sherwood  RD,Sherwood,NS,B0J 1J0,"Sherwood, NS B0J 1J0
(44.556057, -64.234412)"
002757,Lounge,Sandbar Lounge,117 Mitchell AV,Dominion,NS,B1G 1M3,"Dominion, NS B1G 1M3
(46.212328, -60.02683)"
005953,Eating Establishment,The Haze Restaurant,5611 Hwy. 358 ,Scott's Bay,NS,B0P 1H0,"Scott's Bay, NS B0P 1H0
(45.191915, -64.420595)"
004020,Lounge,Monte's Lounge,245 Waverley RD,Dartmouth,NS,B2X 2C5,"Dartmouth, NS B2X 2C5
(44.697001, -63.547592)"
004849,Lounge,"Boston Pizza Lounge, Bayers Lake",194 Chain Lake DR,Halifax,NS,B3S 1C5,"Halifax, NS B3S 1C5
(44.647827, -63.674215)"
006340,Eating Establishment,RC's Restaurant & Pub Ltd.,1 Jenkins ST,Yarmouth,NS,B5A 4R2,"Yarmouth, NS B5A 4R2
(43.836615, -66.121537)"
000975,Special Premises,Wandlyn Inn (Amherst),1539 Southampton RD,Amherst,NS,B4H 3Z2,"Amherst, NS B4H 3Z2
(45.91326, -64.048608)"
005691,Lounge,Big Al's Acadian Lounge,9 Station RD,Tatamagouche,NS,B0K 1V0,"Tatamagouche, NS B0K 1V0
(45.706691, -63.268772)"
005005,Lounge,Spitfire Arms Alehouse ,29 Water ST,Windsor,NS,B0N 2T0,"Windsor, NS B0N 2T0
(44.974763, -64.131268)"
002372,Special Premises,Cambridge Suites,1583 Brunswick ST,Halifax,NS,B3J 3P5,"Halifax, NS B3J 3P5
(44.645888, -63.576355)"
005721,Eating Establishment,Cup of Soul Cafe,7 Horne RD,Elmsdale,NS,B2S 1H9,"Elmsdale, NS B2S 1H9
(44.970648, -63.505735)"
006282,Lounge,The Turtleback Tap & Grill,3187  Hwy #2  ,Fall River,NS,B2T 1K6,"Fall River, NS B2T 1K6
(44.813468, -63.609356)"
005889,Eating Establishment,Field Guide,2076 Gottingen  ST,Halifax,NS,B3K 3B4,"Halifax, NS B3K 3B4
(44.652437, -63.584041)"
002527,Lounge,Flying Bridge Lounge,84 Montague ST,Lunenburg,NS,B0J 2C0,"Lunenburg, NS B0J 2C0
(44.377523, -64.315648)"
003377,Lounge,The Commoner Table & Tap,560 Kings RD,Sydney,NS,B1S 1B8,"Sydney, NS B1S 1B8
(46.12123, -60.207718)"
005841,Lounge,BlackRock Bistro,151 Main ST,Parrsboro,NS,B0M 1S0,"Parrsboro, NS B0M 1S0
(45.467124, -64.359312)"
001122,Special Premises,Kawartha Spirit,1751 Lower Water ST,Halifax,NS,B3J 3E4,"Halifax, NS B3J 3E4
(44.649285, -63.738358)"
005600,Eating Establishment,"Fresh, Happy Healthy Sushi Restaurant",75 Peakview  WA,Halifax,NS,,"Halifax, NS
(44.646244, -63.573566)"
001210,Special Premises,Scotiabank Centre,5284 Duke ST,Halifax,NS,B3J 2V9,"Halifax, NS B3J 2V9
(44.64806, -63.575457)"
002985,Lounge,Sunset  Lounge,411 Conway HY,Digby,NS,B0V 1A0,"Digby, NS B0V 1A0
(44.608711, -65.781904)"
004843,Lounge,Stayner's Wharf Lounge,5075 George ST,Halifax,NS,B3J 3R6,"Halifax, NS B3J 3R6
(44.651792, -63.576428)"
005754,Eating Establishment,Driftwood Restaurant,229 Commercial ST,Berwick,NS,B0P 1E0,"Berwick, NS B0P 1E0
(45.054682, -64.748833)"
005872,Eating Establishment,Wasabi Asian Cuisine,556 Sackville DR,Sackville,,B4C 2S2,"Sackville B4C 2S2
(44.767063, -63.683393)"
005750,Eating Establishment,The Biscuit Eater Cafe & Books,16 Orchard ST,Mahone Bay,NS,B0J 2E0,"Mahone Bay, NS B0J 2E0
(44.499319, -64.471872)"
005448,Lounge,Freeman's Little New York Downtown Lng,1726 Grafton ST,Halifax,NS,B3S 3C3,"Halifax, NS B3S 3C3
(44.650786, -63.669125)"
004677,Lounge,Le Restaurant Cape View Lounge,151 John Doucette RD,Mavillette,NS,B0W 2H0,"Mavillette, NS B0W 2H0
(44.100811, -66.18522)"
006267,Eating Establishment,Fancy Pants Cafe,807 King ST,Bridgewater,NS,B4V 1B7,"Bridgewater, NS B4V 1B7
(44.384019, -64.526036)"
004111,Special Premises,Khyber Arts Centre,1880 Hollis  ST,Halifax,NS,B3K 1W6,"Halifax, NS B3K 1W6
(44.66385, -63.593699)"
005678,Eating Establishment,Sakura Sushi House,1475 Bedford Highway  ,Bedford,NS,B4A 3Z5,"Bedford, NS B4A 3Z5
(44.730719, -63.661598)"
004117,Special Premises,Big Intervale Salmon Camps,3719 Big Intervale RD,Margaree Valley,NS,B0E 2C0,"Margaree Valley, NS B0E 2C0
(46.35, -60.966667)"
006225,Eating Establishment,Salmon Pool Inn,9378 Cabot Trail ,Margaree,NS,B0E 1Y0,"Margaree, NS B0E 1Y0
(46.397281, -61.074733)"
002384,Permanent  Special Occasion,Shoreham Village Senior Citizens,3777 North ST,Chester,NS,B0J 1J0,"Chester, NS B0J 1J0
(44.556057, -64.234412)"
001362,Lounge,"Lakeside Grill  Lounge, Halifax",20 St. Margaret's Bay RD,Halifax,NS,B3N 1J4,"Halifax, NS B3N 1J4
(44.640251, -63.624488)"
005723,Eating Establishment,Arirang Restaurant,30 Farnham Gate RD,Halifax,NS,B3M 3W8,"Halifax, NS B3M 3W8
(44.673279, -63.664255)"
005478,Eating Establishment,Cafe Chianti,1241 Barrington  ST,Halifax,NS,B3J 1Y3,"Halifax, NS B3J 1Y3
(44.640579, -63.570654)"
004968,Lounge,Redwood Grill Lounge,30 Fairfax DR,Halifax,NS,B3S 1P1,"Halifax, NS B3S 1P1
(44.659702, -63.671647)"
003845,Lounge,Lower Deck Beer Market,1869 Upper Water  ST,Halifax,NS,B3J 1S9,"Halifax, NS B3J 1S9
(44.652261, -63.576866)"
004723,Lounge,The Auld Brass Door Lounge,9814 Highway 105  ,Whycocomagh,NS,B0E 3M0,"Whycocomagh, NS B0E 3M0
(45.988065, -61.135531)"
006089,Lounge,Freemans Sackville,552 Sackville DR,Sackville,NS,B4C 2S2,"Sackville, NS B4C 2S2
(44.767063, -63.683393)"
006152,Lounge,St. Louis Bar & Grill,547 Portland ST,Dartmouth,NS,B2Y 4B1,"Dartmouth, NS B2Y 4B1
(44.670394, -63.536623)"
003028,Lounge,Sea Deck Lounge,36 Water ST,Chester,NS,B0J 1J0,"Chester, NS B0J 1J0
(44.556057, -64.234412)"
006189,Lounge,The Barrington Steakhouse & Oyster Bar,1662 Barrington ST,Halifax,NS,B3J 2A2,"Halifax, NS B3J 2A2
(44.646512, -63.573726)"
006122,Lounge,Troy Lounge,12 Elm AV,Wolfville,NS,B4P 1Z9,"Wolfville, NS B4P 1Z9
(45.091399, -64.364258)"
003011,Lounge,River Pub Lounge,750 King ST,Bridgewater,NS,B4V 3B6,"Bridgewater, NS B4V 3B6
(44.366487, -64.507029)"
005700,Lounge,The Captain's Boil ,5680 Spring Garden  RD,Halifax,NS,B3J 1H5,"Halifax, NS B3J 1H5
(44.642434, -63.579178)"
005753,Eating Establishment,The Other Bean,6220 Quinpool  RD,Halifax,NS,B3L 1A3,"Halifax, NS B3L 1A3
(44.645669, -63.595739)"
004718,Lounge,Rudder's Lounge,96 Water ST,Yarmouth,NS,B5A 4P9,"Yarmouth, NS B5A 4P9
(43.836479, -66.121578)"
001325,Special Premises,Bicentennial Theatre & Cultural Centre,12390 Hwy 224 ,Mid. Musquodoboit,NS,B0N 1X0,"Mid. Musquodoboit, NS B0N 1X0
(45.009034, -63.166498)"
006288,Lounge,The Rendevous Sports Bar & Lounge Entertainment,166 Water ST,Shelburne,NS,B0T 1W0,"Shelburne, NS B0T 1W0
(43.750899, -65.340659)"
004904,Special Premises,Maritime Centre Convention Centre,1505 Barrington  ST,Halifax,NS,B3J 3K5,"Halifax, NS B3J 3K5
(44.644489, -63.572554)"
005043,Special Premises,Inverness County Centre for the Arts,16080 Highway 19 ,Inverness,NS,B0E 1X0,"Inverness, NS B0E 1X0
(46.077579, -61.39362)"
005490,Eating Establishment,Company House  Dining Room,2202 Gottingen  ST,Halifax,NS,B3K 3B4,"Halifax, NS B3K 3B4
(44.652437, -63.584041)"
002554,Lounge,Bona's Bar,2375 High RD,Arichat,NS,B0E 1A0,"Arichat, NS B0E 1A0
(45.51442, -61.006232)"
006342,Eating Establishment,The Chesnutt Cafe,10163 Durham ST,Pugwash,NS,B0K 1L0,"Pugwash, NS B0K 1L0
(45.851054, -63.658815)"
005875,Lounge,Montague's Eatery and Lounge ,139 Montague ST,Lunenburg,NS,B0J 2C0,"Lunenburg, NS B0J 2C0
(44.377523, -64.315648)"
006218,Eating Establishment,Blue: A Valley Bistro,1225 Middle Dyke  RD,Centreville,NS,B0P 2J0,"Centreville, NS B0P 2J0
(45.041857, -64.644093)"
005873,Eating Establishment,Pine Grove Grill,83 Alder  LN,Mt. Uniacke,NS,B0N 1Z0,"Mt. Uniacke, NS B0N 1Z0
(44.911937, -63.818958)"
005939,Eating Establishment,"The Shanty Cafe, Yarmouth",6B Central ST,Yarmouth,NS,B5A 3H1,"Yarmouth, NS B5A 3H1
(43.836142, -66.121318)"
005543,Eating Establishment,Boneheads BBQ,1014 Barrington  ST,Halifax,NS,B3N 2M1,"Halifax, NS B3N 2M1
(44.651037, -63.646116)"
005883,Eating Establishment,Little Vegas Showroom,451 Prince ST,Sydney,NS,B1P 5L3,"Sydney, NS B1P 5L3
(46.140395, -60.179301)"
004713,Lounge,"Whiskey's Lounge, New Waterford",3345 Plummer AV,New Waterford,NS,B1H 4K4,"New Waterford, NS B1H 4K4
(46.249291, -60.088128)"
002545,Lounge,Big Land Bar,39 Forrest ST,North Sydney,NS,B2A 3B1,"North Sydney, NS B2A 3B1
(46.213404, -60.245296)"
004795,Lounge,Seaside Bowling Lanes & Lounge,960  Highway#1  ,Little Brook,NS,B0W 1Z0,"Little Brook, NS B0W 1Z0
(44.30226, -66.121335)"
004505,Special Premises,Oakwood Terrace Home for Special Care,10 Mount Hope AV,Dartmouth,NS,B2Y 4K1,"Dartmouth, NS B2Y 4K1
(44.654846, -63.544139)"
006220,Eating Establishment,The Yardarm Restaurant,8369 Peggy's Cove RD,Glen Margaret,NS,B3Z 3E7,"Glen Margaret, NS B3Z 3E7
(44.582475, -63.91223)"
005484,Eating Establishment,EFES Turkish Cuisine,5986 Spring Garden  RD,Halifax,NS,B3H 1Y4,"Halifax, NS B3H 1Y4
(44.640827, -63.585161)"
005835,Eating Establishment,Ferrymen's Hall ,415 Grand Narrows DR,Grand Narrows,NS,B1T 1A4,"Grand Narrows, NS B1T 1A4
(45.955357, -60.78564)"
004157,Lounge,Club 98 Lounge,34 Water ST,Digby,NS,B0V 1A0,"Digby, NS B0V 1A0
(44.608711, -65.781904)"
006287,Eating Establishment,The Rendevous Sports Bar & Lounge Entertainment,166 Water ST,Shelburne,NS,B0T 1W0,"Shelburne, NS B0T 1W0
(43.750899, -65.340659)"
001549,Special Premises,Annapolis Royal Golf & Country Club,3816 Highway #1 ,Allains Creek,NS,B0S 1A0,"Allains Creek, NS B0S 1A0
(44.73394, -65.498816)"
005544,Eating Establishment,Best Choice Food,28B Titus ST,Halifax,NS,B3M 2N4,"Halifax, NS B3M 2N4
(44.66026, -63.635121)"
002243,Lounge,The Theatre Pub and Grill,236 Commercial ST,North Sydney,NS,B2A 3M4,"North Sydney, NS B2A 3M4
(46.204954, -60.270429)"
002056,Special Premises,Prince George Hotel,1725 Market ST,Halifax,NS,B3J 3N9,"Halifax, NS B3J 3N9
(44.6472, -63.576273)"
005780,Eating Establishment,The Kitchen Door Catering Company,2 Bluewater RD,Bedford,NS,B4B 1G7,"Bedford, NS B4B 1G7
(44.772591, -63.69589)"
006248,Eating Establishment,Yoka Restaurant,911 Prince  ST,Truro,NS,B2N 1H6,"Truro, NS B2N 1H6
(45.365353, -63.272694)"
005482,Eating Establishment,Thai Ivory Cuisine,1067 Bedford HY,Bedford,NS,B4A 2X3,"Bedford, NS B4A 2X3
(44.707776, -63.665568)"
001492,Military,HMCS Scotian,2111  Upper Water  ST,Halifax,NS,B3K 5X5,"Halifax, NS B3K 5X5
(44.650538, -63.584104)"
006306,Lounge,Sip Cafe,357  Main  ST,Yarmouth,NS,B5A 1E7,"Yarmouth, NS B5A 1E7
(43.837579, -66.120064)"
006346,Eating Establishment,The Rolled Oat,402 Main ST,Wolfville,NS,B4P 1C9,"Wolfville, NS B4P 1C9
(45.090676, -64.368369)"
004764,Lounge,"Bitter End Lounge, The",1572 Argyle ST,Halifax,NS,B3J 2B3,"Halifax, NS B3J 2B3
(44.64593, -63.574179)"
006173,Eating Establishment,Ugly Mug Cafe & Emporium,1290 Kings RD,Sydney,NS,B1S 1E1,"Sydney, NS B1S 1E1
(46.107861, -60.223884)"
005911,Lounge,Sociables Pub and Eatery,25 Main  ST,Springhill,NS,B0M 1X0,"Springhill, NS B0M 1X0
(45.646606, -64.059435)"
002983,Lounge,Jenny's Place Lounge,6211  Lady Hammond RD,Halifax,NS,B3K 2S1,"Halifax, NS B3K 2S1
(44.665157, -63.61563)"
001211,Special Premises,Patient's Pub,5955 Veterans Memorial LN,Halifax,NS,B3H 2E1,"Halifax, NS B3H 2E1
(44.643771, -63.587607)"
002328,Lounge,Le Gabriel Lounge,15424 Cabot Trail ,Cheticamp,NS,B0E 1H0,"Cheticamp, NS B0E 1H0
(46.619593, -61.002042)"
005995,Eating Establishment,Smiling Goat Organic Espresso Bar,1475 Lower Water ST,Halifax,NS,B3J 3Z2,"Halifax, NS B3J 3Z2
(44.644825, -63.570374)"
005994,Eating Establishment,Genji Sushi,184 Wyse RD,Dartmouth,NS,B3A 1M9,"Dartmouth, NS B3A 1M9
(44.674883, -63.585306)"
006326,Eating Establishment,Roll The Dice Board Game Cafe Limited,6386 Quinpool RD,Halifax,NS,B3L 4N2,"Halifax, NS B3L 4N2
(44.644616, -63.599995)"
004854,Lounge,Rare Bird Pub Lounge,80 Main ST,Guysborough,NS,B0H 1N0,"Guysborough, NS B0H 1N0
(45.369785, -61.472788)"
003801,Lounge,Lower Deck Neighbour Bar & Grill,278 Lacewood DR,Halifax,NS,B3M 3N8,"Halifax, NS B3M 3N8
(44.662002, -63.657378)"
006320,Eating Establishment,Escape Outdoors Limited,299 Commercial ST,North Sydney,NS,B2A 1B9,"North Sydney, NS B2A 1B9
(46.209837, -60.248174)"
005920,Eating Establishment,Dream Catchers Deli and Main Street Pub,219 Main ST,Antigonish,NS,B2G 2C1,"Antigonish, NS B2G 2C1
(45.622693, -61.98958)"
005603,Eating Establishment,Smitty's Tantallon,5110 St. Margarets Bay RD,Upper Tantallon,NS,,"Upper Tantallon, NS
(44.687843, -63.877823)"
005981,Eating Establishment,Kenny's Pizza Antigonish,26 College ST,Antigonish,NS,B2G 1X4,"Antigonish, NS B2G 1X4
(45.620754, -61.991541)"
003786,Lounge,Crossroads Lounge,RR#2 4140 Garlands Crossing ,Windsor,NS,B0N 2T0,"Windsor, NS B0N 2T0
(44.974763, -64.131268)"
006108,Eating Establishment,You Like It Chinese Restaurant,301 Main ST,Dartmouth,NS,B2X 1T4,"Dartmouth, NS B2X 1T4
(44.686195, -63.521698)"
003774,Lounge,Split Crow Lounge Halifax,1855 Granville  ST,Halifax,NS,B3J 1Y1,"Halifax, NS B3J 1Y1
(44.648922, -63.574236)"
005843,Eating Establishment,Fries and Company,2603 Connolly ST,Halifax,NS,B3L 3M4,"Halifax, NS B3L 3M4
(44.648103, -63.605009)"
001137,Special Premises,Mar II,1751 Lower Water ST,Halifax,NS,B3J 3E4,"Halifax, NS B3J 3E4
(44.649285, -63.738358)"
006046,Eating Establishment,Brenton Restaurant,5677  Brenton  PL,Halifax,NS,B3N 1E4,"Halifax, NS B3N 1E4
(44.637083, -63.623618)"
006313,Eating Establishment,Jo-Ann's Deli Market Bake Shop,9  Edgewater  ST,Mahone Bay,,B0J 2E0,"Mahone Bay B0J 2E0
(44.499319, -64.471872)"
000939,Lounge,Anchorage Lounge,36 Treasure  DR,Western Shore,NS,B0J 3M0,"Western Shore, NS B0J 3M0
(44.531403, -64.314502)"
004105,Lounge,Dooly's Lounge (Truro),50 Juniper ST,Truro,NS,B2N 5Z8,"Truro, NS B2N 5Z8
(45.368846, -63.299648)"
003155,Special Premises,Victoria Highland Civic Centre,26 Campbell ST,Baddeck,NS,B0E 1B0,"Baddeck, NS B0E 1B0
(46.135073, -60.88087)"
002503,Special Premises,Travelodge Sydney,480 Kings RD,Sydney,NS,B1S 1A8,"Sydney, NS B1S 1A8
(46.125229, -60.199492)"
003139,Lounge,Elm Tree Pub & Grill Lounge,1 Victoria ST,Amherst,NS,B4H 1X3,"Amherst, NS B4H 1X3
(45.831897, -64.21402)"
005433,Eating Establishment,Star Anise Vietnamese Noodles Restaurant,1571 Barrington ST,Halifax,NS,B3J 1Z7,"Halifax, NS B3J 1Z7
(44.64535, -63.573106)"
006014,Eating Establishment,Ariel's Homestyle Catering & Cafe,875B Main  ST,Dartmouth,NS,B2W 3V2,"Dartmouth, NS B2W 3V2
(44.698847, -63.485852)"
005182,Lounge,Dooly's Lounge (Glace Bay),7 Sterling RD,Glace Bay,NS,B1A 3X2,"Glace Bay, NS B1A 3X2
(46.20071, -59.959075)"
005386,Lounge,Loose Cannon Lounge,1566 Argyle ST,Halifax,NS,B3J 2B3,"Halifax, NS B3J 2B3
(44.64593, -63.574179)"
006239,Eating Establishment,Halifax Distilling Co.,1668 Lower Water ST,Halifax,NS,B3J 1S1,"Halifax, NS B3J 1S1
(44.645795, -63.56566)"
001686,Special Premises,Old Orchard Inn,153 Greenwich  RD,Wolfville,NS,B4P 2R2,"Wolfville, NS B4P 2R2
(45.049684, -64.417859)"
006315,Eating Establishment,The Orient Chinese Cuisine,227 Bedford HY,Halifax,NS,B3M 2J9,"Halifax, NS B3M 2J9
(44.715953, -63.639613)"
006105,Eating Establishment,Seven Bays Bouldering,2019 Gottingen  ST,Halifax,NS,B3K 3B1,"Halifax, NS B3K 3B1
(44.650544, -63.581189)"
005549,Lounge,Stubborn Goat Gastropub,1579 Grafton ST,Halifax,NS,B3J 2C3,"Halifax, NS B3J 2C3
(44.645015, -63.574448)"
006047,Lounge,The Root Restaurant,7182 Hwy #1  ,Coldbrook,NS,B4R 1A2,"Coldbrook, NS B4R 1A2
(45.068466, -64.568772)"
006136,Lounge,Patrons 902 Modern Food Fusion,105-27 Dellridge LN,Bedford,NS,B4A 0H1,"Bedford, NS B4A 0H1
(44.725199, -63.667093)"
004232,Lounge,Whistler's Pub & Grub Lounge ,285 George  ST,Stewiacke,NS,B0N 2J0,"Stewiacke, NS B0N 2J0
(45.103912, -63.412696)"
006059,Eating Establishment,Elle's Bistro,1678 Barrington  ST,Halifax,NS,B3J 2A2,"Halifax, NS B3J 2A2
(44.646512, -63.573726)"
005904,Eating Establishment,Half Acre Cafe,395 Main ST,Kentville,NS,B4N 1K7,"Kentville, NS B4N 1K7
(45.077191, -64.496734)"
004521,Lounge,Rogue's Roost Lounge,5435 Spring Garden  RD,Halifax,NS,B3J 2H8,"Halifax, NS B3J 2H8
(44.644095, -63.576945)"
006280,Lounge,Thirsty Turtle Bar & Grill,245 Waverley  ,Dartmouth,NS,B2X 2C4,"Dartmouth, NS B2X 2C4
(44.695616, -63.546936)"
006062,Eating Establishment,"Port Medway Grocer, Cafe & Art Space",1615 Port Medway RD,Port Medway,NS,B0J 2T0,"Port Medway, NS B0J 2T0
(44.129676, -64.574908)"
006308,Lounge,Rooftop Patio,1567 Grafton  ST,Halifax,NS,B3J 2C3,"Halifax, NS B3J 2C3
(44.645015, -63.574448)"
006339,Lounge,Bar Kismet Ltd.,2733 Agricola ST,Halifax,NS,B3K 4E2,"Halifax, NS B3K 4E2
(44.657246, -63.596157)"
005132,Lounge,Krave Burger,5680 Spring Garden  RD,Halifax,,B3J 1H5,"Halifax B3J 1H5
(44.642434, -63.579178)"
005813,Eating Establishment,Lockeport Landing ,18 Beech  ST,Lockeport,NS,B0T 1L0,"Lockeport, NS B0T 1L0
(43.709278, -65.125375)"
004548,Lounge,Terris Place Bar & Grill Lng,498 Sackville DR,Lower Sackville,NS,B4C 2S1,"Lower Sackville, NS B4C 2S1
(44.764998, -63.680141)"
005860,Lounge,Shining Waters ,148 Nautical Way  ,Tantallon,NS,B3Z 2P3,"Tantallon, NS B3Z 2P3
(44.655977, -63.909887)"
005932,Eating Establishment,Rime Restaurant,9 King ST,Lunenburg,NS,B0J 2C0,"Lunenburg, NS B0J 2C0
(44.377523, -64.315648)"
004845,Special Premises,Berwick Heights Golf Course,3060 Highway 221 ,Weston,NS,B0P 1E0,"Weston, NS B0P 1E0
(45.054682, -64.748833)"
006162,Eating Establishment,Heng Fung Restaurant,179 Wyse RD,Dartmouth,NS,B3A 1M8,"Dartmouth, NS B3A 1M8
(44.672134, -63.581496)"
002009,Special Premises,Jazz Aviation LP,3 Spectacle Lake DR,Dartmouth,NS,B3B 1W8,"Dartmouth, NS B3B 1W8
(44.70058, -63.579683)"
001174,Special Premises,Saint Mary's University,923 Robie ST,Halifax,NS,B3H 3C3,"Halifax, NS B3H 3C3
(44.632837, -63.583167)"
002961,Lounge,Bonnie Prince Lounge,50 Reeves ST,Sydney,NS,B1P 6G6,"Sydney, NS B1P 6G6
(46.143784, -60.1577)"
006012,Eating Establishment,"""73 - Canadian Fusion""",73-79 Alderney DR,Dartmouth,NS,B2Y 2N7,"Dartmouth, NS B2Y 2N7
(44.664575, -63.568568)"
005530,Eating Establishment,West Side Bistro,142 Stellarton RD,New Glasgow,NS,B2H 1M1,"New Glasgow, NS B2H 1M1
(45.587362, -62.652029)"
005832,Eating Establishment,Super Star Karaoke,2099B Gottingen  ST,Halifax,,B3K 3B4,"Halifax B3K 3B4
(44.652437, -63.584041)"
005874,Lounge,Pine Grove Grill,83 Alder  LN,Mt. Uniacke,NS,B0N 1Z0,"Mt. Uniacke, NS B0N 1Z0
(44.911937, -63.818958)"
004135,Special Premises,M.V. Fundy Rose,680 Shore RD,Digby,NS,B0C 1A0,"Digby, NS B0C 1A0
(46.708293, -60.544336)"
006336,Eating Establishment,Sydney Street Pub & Cafe,14 Sydney  ST,Digby,NS,B0V 1A0,"Digby, NS B0V 1A0
(44.608711, -65.781904)"
003692,Lounge,Dooly's Lounge (Bedford),1658 Bedford HY,Bedford,NS,B4A 2X9,"Bedford, NS B4A 2X9
(44.737868, -63.654307)"
001944,Special Premises,Theatre Arts Guild (Pond Playhouse),6 Parkhill  RD,Halifax,NS,B3P 1R3,"Halifax, NS B3P 1R3
(44.625741, -63.600153)"
005869,Eating Establishment,Snappy Tomato Pizza,38 James ST,Antigonish,NS,B2G 1R6,"Antigonish, NS B2G 1R6
(45.616545, -61.999433)"
005887,Eating Establishment,Bar Stillwell,1672 Barrington ST,Halifax,,B3J 2A2,"Halifax B3J 2A2
(44.646512, -63.573726)"
005614,Eating Establishment,The Office Pub and Eatery,56 Provost  ST,New Glasgow,NS,B2H 2P4,"New Glasgow, NS B2H 2P4
(45.589239, -62.644522)"
005922,Eating Establishment,Jungle Jim's,95 Starr's RD,Yarmouth,NS,B5A 2T5,"Yarmouth, NS B5A 2T5
(43.841076, -66.097911)"
005864,Eating Establishment,The Board Room Game Cafe,1256 Barrington  ST,Halifax,NS,B3J 1Y6,"Halifax, NS B3J 1Y6
(44.64084, -63.570763)"
002532,Special Premises,Hotel North,39 Forrest ST,North Sydney,NS,B2A 3B1,"North Sydney, NS B2A 3B1
(46.213404, -60.245296)"
003420,Special Premises,Casino Premises (Halifax),1983 Upper Water ST,Halifax,NS,B3J 3Y5,"Halifax, NS B3J 3Y5
(44.65299, -63.578139)"
006297,Eating Establishment,Lobster Lagoon,2567 Hwy 3  ,Pubnico,NS,B0W 2H0,"Pubnico, NS B0W 2H0
(44.100811, -66.18522)"
002931,Lounge,Maxwell's Plum Lounge,1600 Grafton ST,Halifax,NS,B3J 2C2,"Halifax, NS B3J 2C2
(44.645011, -63.574446)"
003978,Lounge,Dooly's Lounge (Sydney),65 Pitt ST,Sydney,NS,B1P 5X6,"Sydney, NS B1P 5X6
(46.211724, -60.016684)"
006329,Eating Establishment,The Little Dinghy Diner,194 Lincoln ST,Lunenburg,NS,B0J 2C0,"Lunenburg, NS B0J 2C0
(44.377523, -64.315648)"
005842,Eating Establishment,Morris East Restaurant & Wine Bar,620 Nine Mile DR,Bedford West,NS,B4A 0H4,"Bedford West, NS B4A 0H4
(44.725199, -63.667093)"
005757,Lounge,Driftwood Restaurant,229 Commercial ST,Berwick,NS,B0P 1E0,"Berwick, NS B0P 1E0
(45.054682, -64.748833)"
002800,Special Premises,Granite Springs Golf Club,4441 Prospect RD,Bayside,NS,B3Z 1L6,"Bayside, NS B3Z 1L6
(44.532833, -63.800195)"
001208,Special Premises,River Hills Golf & Country Club ,310 Port Clyde RD,Clyde River,NS,B0W 1R0,"Clyde River, NS B0W 1R0
(43.642871, -65.48904)"
002779,Lounge,Pitch & Pivot Social Room,240 Brownlow AV,Dartmouth,NS,B3B 1X6,"Dartmouth, NS B3B 1X6
(44.695686, -63.575136)"
001340,Special Premises,Mount Saint Vincent University,166 Bedford Highway .,Halifax,NS,B3M 2J6,"Halifax, NS B3M 2J6
(44.699745, -63.67899)"
005462,Eating Establishment,Angie's Family Restaurant,29329 Cabot Trail ,Cape North,NS,B0C 1G0,"Cape North, NS B0C 1G0
(46.892629, -60.476555)"
002896,Lounge,La Tavern Lounge,8946 Route 1 ,Meteghan River,NS,B0W 2L0,"Meteghan River, NS B0W 2L0
(44.214982, -66.143744)"
005845,Eating Establishment,The New Snack Place Restaurant,222 Main ST,Yarmouth,NS,B5A 1C8,"Yarmouth, NS B5A 1C8
(43.832155, -66.120332)"
006223,Eating Establishment,The Golden Fortune Restaurant,189 Herring Cove  RD,Halifax,NS,B3P 1K9,"Halifax, NS B3P 1K9
(44.613396, -63.609026)"
002714,Special Premises,Laurie's Motel,467 Main ST,Cheticamp,NS,B0E 1H0,"Cheticamp, NS B0E 1H0
(46.619593, -61.002042)"
006345,Eating Establishment,Li's Wok & Grill,112 Front ST,Wolfville,NS,B4P 1A4,"Wolfville, NS B4P 1A4
(45.09239, -64.35988)"
003381,Lounge,King's Lounge,100 Kings RD,Sydney,NS,B1S 1A1,"Sydney, NS B1S 1A1
(46.129536, -60.196363)"
005794,Eating Establishment,Jessy's Pizza,168 Main  ST,Dartmouth,NS,B2X 1S2,"Dartmouth, NS B2X 1S2
(44.682421, -63.536697)"
